pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.0, steering_wheel_angle: 0
pos_current: [116.38553266, 39.89956863962049, 0], theta_current: 271.04734338459025, speed: 11.66, wheel_angle: 2.5, steering_wheel_angle: 25
pos_current: [116.3855858104689, 39.89666132345674, 0], theta_current: 272.2604441138054, speed: 11.64, wheel_angle: 2.8999999999999986, steering_wheel_angle: 29
pos_current: [116.38570040134348, 39.89375828033056, 0], theta_current: 272.51100982603634, speed: 11.63, wheel_angle: 0.6000000000000014, steering_wheel_angle: 6
pos_current: [116.38579080346881, 39.89169682137817, 0], theta_current: 272.51100982603634, speed: 8.26, wheel_angle: 0.0, steering_wheel_angle: 0
pos_current: [116.38592202882991, 39.88870446147028, 0], theta_current: 272.2957440383731, speed: 11.99, wheel_angle: -0.5, steering_wheel_angle: -5
pos_current: [116.38604271118358, 39.885694156910695, 0], theta_current: 272.7288221249531, speed: 12.06, wheel_angle: 1.0, steering_wheel_angle: 10
pos_current: [116.3861872140689, 39.882662393019885, 0], theta_current: 273.55803094634877, speed: 12.15, wheel_angle: 1.8999999999999986, steering_wheel_angle: 19
pos_current: [116.3863758873254, 39.8796280512678, 0], theta_current: 274.56363399269213, speed: 12.17, wheel_angle: 2.299999999999997, steering_wheel_angle: 23
pos_current: [116.38661798354174, 39.87659499791248, 0], theta_current: 276.27191043063493, speed: 12.18, wheel_angle: 3.8999999999999986, steering_wheel_angle: 39
pos_current: [116.38692610029935, 39.87379151079406, 0], theta_current: 279.1238159669932, speed: 11.29, wheel_angle: 7.0, steering_wheel_angle: 70
pos_current: [116.38732341045444, 39.87131760578433, 0], theta_current: 281.73058603310216, speed: 10.03, wheel_angle: 7.200000000000003, steering_wheel_angle: 72
pos_current: [116.38781809637098, 39.868935263015196, 0], theta_current: 284.26198587795767, speed: 9.74, wheel_angle: 7.200000000000003, steering_wheel_angle: 72
pos_current: [116.38838982610659, 39.86668604407887, 0], theta_current: 286.9480456673927, speed: 9.29, wheel_angle: 8.0, steering_wheel_angle: 80
pos_current: [116.38906997482414, 39.86445414146686, 0], theta_current: 290.71791281911675, speed: 9.34, wheel_angle: 11.100000000000001, steering_wheel_angle: 111
pos_current: [116.38985562872327, 39.86237693300131, 0], theta_current: 294.4389310386168, speed: 8.89, wheel_angle: 11.5, steering_wheel_angle: 115
pos_current: [116.39045300706852, 39.86106239469153, 0], theta_current: 296.110128625585, speed: 5.78, wheel_angle: 8.0, steering_wheel_angle: 80
pos_current: [116.39108846820298, 39.85976583732611, 0], theta_current: 296.4630508674843, speed: 5.78, wheel_angle: 1.7000000000000028, steering_wheel_angle: 17
pos_current: [116.39108846820298, 39.85976583732611, 0], theta_current: 296.4630508674843, speed: 0.00, wheel_angle: 1.7000000000000028, steering_wheel_angle: 17
pos_current: [116.39108846820298, 39.85976583732611, 0], theta_current: 296.4630508674843, speed: 0.00, wheel_angle: 1.7000000000000028, steering_wheel_angle: 17
