pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 3.799999999999997, steering_wheel_angle: 38
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 1.2999999999999972, steering_wheel_angle: 13
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.7000000000000028, steering_wheel_angle: 7
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.7000000000000028, steering_wheel_angle: 7
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.7000000000000028, steering_wheel_angle: 7
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.7000000000000028, steering_wheel_angle: 7
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.7000000000000028, steering_wheel_angle: 7
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.7000000000000028, steering_wheel_angle: 7
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.7000000000000028, steering_wheel_angle: 7
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.7000000000000028, steering_wheel_angle: 7
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.7000000000000028, steering_wheel_angle: 7
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.7000000000000028, steering_wheel_angle: 7
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.7000000000000028, steering_wheel_angle: 7
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.7000000000000028, steering_wheel_angle: 7
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.7000000000000028, steering_wheel_angle: 7
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.0, steering_wheel_angle: 0
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.0, steering_wheel_angle: 0
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.0, steering_wheel_angle: 0
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.0, steering_wheel_angle: 0
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.0, steering_wheel_angle: 0
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.0, steering_wheel_angle: 0
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.0, steering_wheel_angle: 0
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.0, steering_wheel_angle: 0
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: 0.0, steering_wheel_angle: 0
pos_current: [116.38553266, 39.90229407943166, 0], theta_current: 270.0, speed: 8.47, wheel_angle: 0.0, steering_wheel_angle: 0
pos_current: [116.38553266, 39.90017817886333, 0], theta_current: 270.0, speed: 8.47, wheel_angle: 0.0, steering_wheel_angle: 0
pos_current: [116.38553266, 39.898097251858104, 0], theta_current: 269.5213118289417, speed: 8.33, wheel_angle: -1.6000000000000014, steering_wheel_angle: -16
pos_current: [116.38551527471328, 39.896016397477595, 0], theta_current: 269.0426236578834, speed: 8.33, wheel_angle: -1.6000000000000014, steering_wheel_angle: -16
pos_current: [116.38547541308216, 39.89363103389007, 0], theta_current: 268.4938274953856, speed: 9.55, wheel_angle: -1.6000000000000014, steering_wheel_angle: -16
pos_current: [116.38541270590096, 39.89124616152372, 0], theta_current: 267.80773193441206, speed: 9.55, wheel_angle: -2.0, steering_wheel_angle: -20
pos_current: [116.38532144594215, 39.88886221101788, 0], theta_current: 266.9842700122959, speed: 9.55, wheel_angle: -2.3999999999999986, steering_wheel_angle: -24
pos_current: [116.38518778575205, 39.886325149844325, 0], theta_current: 266.1073477350266, speed: 10.17, wheel_angle: -2.3999999999999986, steering_wheel_angle: -24
pos_current: [116.38501531255194, 39.88379043142998, 0], theta_current: 265.3767098444402, speed: 10.17, wheel_angle: -2.0, steering_wheel_angle: -20
pos_current: [116.38481033007037, 39.88125562844546, 0], theta_current: 264.9380101499149, speed: 10.18, wheel_angle: -1.2000000000000028, steering_wheel_angle: -12
pos_current: [116.3845859454239, 39.87872246924823, 0], theta_current: 264.9380101499149, speed: 10.18, wheel_angle: 0.0, steering_wheel_angle: 0
pos_current: [116.38436156077742, 39.876189310051004, 0], theta_current: 266.07225898717303, speed: 10.18, wheel_angle: 3.1000000000000014, steering_wheel_angle: 31
pos_current: [116.38418839089466, 39.87366715895783, 0], theta_current: 268.334020304266, speed: 10.12, wheel_angle: 6.200000000000003, steering_wheel_angle: 62
pos_current: [116.38411518294389, 39.87115012681629, 0], theta_current: 270.80682638504265, speed: 10.08, wheel_angle: 6.799999999999997, steering_wheel_angle: 68
pos_current: [116.38415064104576, 39.86863227993282, 0], theta_current: 273.4265913168849, speed: 10.08, wheel_angle: 7.200000000000003, steering_wheel_angle: 72
pos_current: [116.38430114681073, 39.86611868525183, 0], theta_current: 275.8993973976616, speed: 10.08, wheel_angle: 6.799999999999997, steering_wheel_angle: 68
pos_current: [116.38456021875993, 39.863611439922, 0], theta_current: 278.52176130265053, speed: 10.09, wheel_angle: 7.200000000000003, steering_wheel_angle: 72
pos_current: [116.3849337331672, 39.86111867350568, 0], theta_current: 281.6611359908605, speed: 10.09, wheel_angle: 8.600000000000001, steering_wheel_angle: 86
pos_current: [116.38544320341434, 39.85865010357836, 0], theta_current: 285.2466907041185, speed: 10.09, wheel_angle: 9.799999999999997, steering_wheel_angle: 98
pos_current: [116.38610671497048, 39.85621581733226, 0], theta_current: 289.24804163211894, speed: 10.10, wheel_angle: 10.899999999999999, steering_wheel_angle: 109
pos_current: [116.38693847363504, 39.85383376472222, 0], theta_current: 293.3246645692081, speed: 10.10, wheel_angle: 11.100000000000001, steering_wheel_angle: 111
pos_current: [116.3879018613377, 39.851599451548104, 0], theta_current: 297.6204595043283, speed: 9.74, wheel_angle: 12.100000000000001, steering_wheel_angle: 121
pos_current: [116.38902990496844, 39.84944357845519, 0], theta_current: 302.35726398831014, speed: 9.74, wheel_angle: 13.299999999999997, steering_wheel_angle: 133
pos_current: [116.39030538536664, 39.84743042547649, 0], theta_current: 307.21436467653484, speed: 9.54, wheel_angle: 13.899999999999999, steering_wheel_angle: 139
pos_current: [116.39174674095578, 39.84553249786262, 0], theta_current: 312.21713076537094, speed: 9.54, wheel_angle: 14.299999999999997, steering_wheel_angle: 143
pos_current: [116.39337161246203, 39.84374159061, 0], theta_current: 317.7399534225551, speed: 9.68, wheel_angle: 15.5, steering_wheel_angle: 155
pos_current: [116.39516130214753, 39.84211537813036, 0], theta_current: 324.17221177121894, speed: 9.68, wheel_angle: 17.9, steering_wheel_angle: 179
pos_current: [116.39739736474326, 39.840501029759096, 0], theta_current: 332.259798391125, speed: 11.04, wheel_angle: 19.6, steering_wheel_angle: 196
pos_current: [116.39983830522382, 39.83921732178367, 0], theta_current: 340.61640140613014, speed: 11.04, wheel_angle: 20.200000000000003, steering_wheel_angle: 202
pos_current: [116.4026048514213, 39.83824395714443, 0], theta_current: 349.5987067676676, speed: 11.74, wheel_angle: 20.4, steering_wheel_angle: 204
pos_current: [116.40548944123665, 39.83771446854127, 0], theta_current: 358.581012129205, speed: 11.74, wheel_angle: 20.4, steering_wheel_angle: 204
pos_current: [116.40842132494184, 39.837641842629864, 0], theta_current: 7.563317490742463, speed: 11.74, wheel_angle: 20.4, steering_wheel_angle: 204
pos_current: [116.41133354559773, 39.83802851830235, 0], theta_current: 16.560924905706738, speed: 11.76, wheel_angle: 20.4, steering_wheel_angle: 204
pos_current: [116.41414945755254, 39.838865887448556, 0], theta_current: 25.558532320671013, speed: 11.76, wheel_angle: 20.4, steering_wheel_angle: 204
pos_current: [116.41679976049333, 39.84013334219975, 0], theta_current: 34.556139735635284, speed: 11.76, wheel_angle: 20.4, steering_wheel_angle: 204
pos_current: [116.4192192297873, 39.84179969017055, 0], theta_current: 43.26645710965079, speed: 11.76, wheel_angle: 19.799999999999997, steering_wheel_angle: 198
pos_current: [116.42135844468669, 39.84381322110861, 0], theta_current: 51.50271113344147, speed: 11.76, wheel_angle: 18.799999999999997, steering_wheel_angle: 188
pos_current: [116.42312961082176, 39.84604009838936, 0], theta_current: 59.16167734112059, speed: 11.39, wheel_angle: 18.1, steering_wheel_angle: 181
pos_current: [116.4245881859493, 39.84848316418849, 0], theta_current: 66.46013089604222, speed: 11.39, wheel_angle: 17.299999999999997, steering_wheel_angle: 173
pos_current: [116.42572458171992, 39.851091730184216, 0], theta_current: 73.31231335870972, speed: 11.39, wheel_angle: 16.299999999999997, steering_wheel_angle: 163
pos_current: [116.42640247220054, 39.85335302234049, 0], theta_current: 78.77706590360728, speed: 9.45, wheel_angle: 15.700000000000003, steering_wheel_angle: 157
pos_current: [116.4268619311497, 39.855668594665815, 0], theta_current: 83.80497355403124, speed: 9.45, wheel_angle: 14.5, steering_wheel_angle: 145
pos_current: [116.42711668317978, 39.85801552438844, 0], theta_current: 87.97286494385526, speed: 9.45, wheel_angle: 12.100000000000001, steering_wheel_angle: 121
pos_current: [116.42720018829817, 39.86037476253135, 0], theta_current: 91.26114453485584, speed: 9.45, wheel_angle: 9.600000000000001, steering_wheel_angle: 96
pos_current: [116.42715950176131, 39.862222917356746, 0], theta_current: 93.45495835418893, speed: 7.40, wheel_angle: 8.200000000000003, steering_wheel_angle: 82
pos_current: [116.42704809782799, 39.86406816010949, 0], theta_current: 95.21643678411357, speed: 7.40, wheel_angle: 6.600000000000001, steering_wheel_angle: 66
pos_current: [116.42688002607238, 39.86590910647967, 0], theta_current: 96.60193052387554, speed: 7.40, wheel_angle: 5.200000000000003, steering_wheel_angle: 52
pos_current: [116.42661062361002, 39.86823679700628, 0], theta_current: 97.95134075899932, speed: 9.38, wheel_angle: 4.0, steering_wheel_angle: 40
pos_current: [116.42628647997196, 39.87055749771432, 0], theta_current: 98.99645412771065, speed: 9.38, wheel_angle: 3.1000000000000014, steering_wheel_angle: 31
pos_current: [116.42586693469406, 39.87320746376057, 0], theta_current: 99.88389675036697, speed: 10.74, wheel_angle: 2.299999999999997, steering_wheel_angle: 23
pos_current: [116.42540639659862, 39.875850613954775, 0], theta_current: 100.46248495680487, speed: 10.74, wheel_angle: 1.5, steering_wheel_angle: 15
pos_current: [116.42491919119607, 39.87848897882382, 0], theta_current: 100.73244452859117, speed: 10.74, wheel_angle: 0.7000000000000028, steering_wheel_angle: 7
pos_current: [116.42441723407832, 39.88113729092522, 0], theta_current: 100.73244452859117, speed: 10.79, wheel_angle: 0.0, steering_wheel_angle: 0
pos_current: [116.42391527696057, 39.88378560302662, 0], theta_current: 100.34497250917168, speed: 10.79, wheel_angle: -1.0, steering_wheel_angle: -10
pos_current: [116.42343124082535, 39.88643724911052, 0], theta_current: 99.7249190438993, speed: 10.79, wheel_angle: -1.6000000000000014, steering_wheel_angle: -16
pos_current: [116.42297677247241, 39.88908905361841, 0], theta_current: 98.79626093906253, speed: 10.77, wheel_angle: -2.3999999999999986, steering_wheel_angle: -24
pos_current: [116.42256534275444, 39.891747875579185, 0], theta_current: 97.47988598176026, speed: 10.77, wheel_angle: -3.3999999999999986, steering_wheel_angle: -34
pos_current: [116.42221802968051, 39.89439315594517, 0], theta_current: 96.02051039227231, speed: 10.68, wheel_angle: -3.799999999999997, steering_wheel_angle: -38
pos_current: [116.42193819967362, 39.89704642369517, 0], theta_current: 94.1754738459697, speed: 10.68, wheel_angle: -4.800000000000001, steering_wheel_angle: -48
pos_current: [116.42174394040437, 39.89970732540743, 0], theta_current: 92.05981528648886, speed: 10.68, wheel_angle: -5.5, steering_wheel_angle: -55
pos_current: [116.42166088542629, 39.90201658558729, 0], theta_current: 89.89161877659855, speed: 9.25, wheel_angle: -6.5, steering_wheel_angle: -65
pos_current: [116.42166525646583, 39.90432733473025, 0], theta_current: 87.58873373821994, speed: 9.25, wheel_angle: -6.899999999999999, steering_wheel_angle: -69
pos_current: [116.42176247474066, 39.90663604201241, 0], theta_current: 85.08338453227543, speed: 9.25, wheel_angle: -7.5, steering_wheel_angle: -75
pos_current: [116.42196051982438, 39.908938292835515, 0], theta_current: 82.23932950544929, speed: 9.25, wheel_angle: -8.5, steering_wheel_angle: -85
pos_current: [116.42221115873463, 39.91077738936618, 0], theta_current: 79.73619486186863, speed: 7.43, wheel_angle: -9.3, steering_wheel_angle: -93
pos_current: [116.42254187927846, 39.91260378467781, 0], theta_current: 77.01339125245894, speed: 7.43, wheel_angle: -10.100000000000001, steering_wheel_angle: -101
pos_current: [116.42297358352562, 39.91447569715486, 0], theta_current: 73.6794616068979, speed: 7.69, wheel_angle: -11.899999999999999, steering_wheel_angle: -119
pos_current: [116.42351341861614, 39.91631933566438, 0], theta_current: 70.05605364242224, speed: 7.69, wheel_angle: -12.899999999999999, steering_wheel_angle: -129
pos_current: [116.42416868930727, 39.91812517209111, 0], theta_current: 66.22864044602663, speed: 7.69, wheel_angle: -13.600000000000001, steering_wheel_angle: -136
pos_current: [116.4249541169699, 39.91990838862265, 0], theta_current: 61.50577126835002, speed: 7.80, wheel_angle: -16.4, steering_wheel_angle: -164
pos_current: [116.4258837012488, 39.92162088121534, 0], theta_current: 56.41538431822718, speed: 7.80, wheel_angle: -17.6, steering_wheel_angle: -176
pos_current: [116.42696156385504, 39.923244140286975, 0], theta_current: 50.827251062221386, speed: 7.80, wheel_angle: -19.2, steering_wheel_angle: -192
pos_current: [116.42819552766241, 39.92475859948049, 0], theta_current: 44.78013977938651, speed: 7.82, wheel_angle: -20.6, steering_wheel_angle: -206
pos_current: [116.4295821676915, 39.92613463827226, 0], theta_current: 38.24744839073556, speed: 7.82, wheel_angle: -22.1, steering_wheel_angle: -221
pos_current: [116.43111635648104, 39.927343984411614, 0], theta_current: 31.318827013697916, speed: 7.82, wheel_angle: -23.3, steering_wheel_angle: -233
pos_current: [116.4327852281469, 39.92835942554218, 0], theta_current: 24.189571784786104, speed: 7.82, wheel_angle: -23.9, steering_wheel_angle: -239
pos_current: [116.43459912447594, 39.92917422608584, 0], theta_current: 16.726552725528364, speed: 7.96, wheel_angle: -24.5, steering_wheel_angle: -245
pos_current: [116.4365034864959, 39.929746524185965, 0], theta_current: 8.561730097194895, speed: 7.96, wheel_angle: -26.5, steering_wheel_angle: -265
pos_current: [116.43846982364138, 39.930042561428124, 0], theta_current: 0.03687164823619149, speed: 7.96, wheel_angle: -27.5, steering_wheel_angle: -275
pos_current: [116.44080056132908, 39.93004406133183, 0], theta_current: 350.1297995965957, speed: 9.33, wheel_angle: -27.3, steering_wheel_angle: -273
pos_current: [116.44309680134273, 39.92964453383803, 0], theta_current: 340.22272754495526, speed: 9.33, wheel_angle: -27.3, steering_wheel_angle: -273
pos_current: [116.4452900610672, 39.92885589437692, 0], theta_current: 330.4003542411831, speed: 9.33, wheel_angle: -27.1, steering_wheel_angle: -271
pos_current: [116.44742741046123, 39.92764172841055, 0], theta_current: 319.5001786152212, speed: 9.84, wheel_angle: -28.3, steering_wheel_angle: -283
pos_current: [116.44929660117606, 39.92604529880117, 0], theta_current: 307.5280150699984, speed: 9.84, wheel_angle: -30.6, steering_wheel_angle: -306
pos_current: [116.45079397649955, 39.92409585565845, 0], theta_current: 294.0780512292154, speed: 9.84, wheel_angle: -33.6, steering_wheel_angle: -336
pos_current: [116.4518569827504, 39.921717031022936, 0], theta_current: 278.48817087998526, speed: 10.43, wheel_angle: -36.0, steering_wheel_angle: -360
pos_current: [116.45224157264244, 39.919140040617286, 0], theta_current: 262.8982905307551, speed: 10.43, wheel_angle: -36.0, steering_wheel_angle: -360
pos_current: [116.45192160999862, 39.916571851771764, 0], theta_current: 247.4130402509829, speed: 10.36, wheel_angle: -36.0, steering_wheel_angle: -360
pos_current: [116.4509275807424, 39.91418231711466, 0], theta_current: 231.9277899712107, speed: 10.36, wheel_angle: -36.0, steering_wheel_angle: -360
pos_current: [116.44933165295488, 39.9121449206052, 0], theta_current: 216.4425396914385, speed: 10.36, wheel_angle: -36.0, steering_wheel_angle: -360
pos_current: [116.4472798376941, 39.91062983920793, 0], theta_current: 201.18149670336183, speed: 10.21, wheel_angle: -36.0, steering_wheel_angle: -360
pos_current: [116.44490158097317, 39.90970825770091, 0], theta_current: 185.92045371528516, speed: 10.21, wheel_angle: -36.0, steering_wheel_angle: -360
pos_current: [116.4423646135797, 39.90944517226, 0], theta_current: 171.75238636261926, speed: 10.21, wheel_angle: -34.0, steering_wheel_angle: -340
pos_current: [116.4398404212259, 39.90981105539122, 0], theta_current: 158.4221930049459, speed: 10.21, wheel_angle: -32.4, steering_wheel_angle: -324
pos_current: [116.43811904747218, 39.9104918243131, 0], theta_current: 149.18974342078462, speed: 7.41, wheel_angle: -31.2, steering_wheel_angle: -312
pos_current: [116.43652919587693, 39.911439951851996, 0], theta_current: 140.38827746370998, speed: 7.41, wheel_angle: -30.0, steering_wheel_angle: -300
pos_current: [116.43510313968923, 39.91262017965818, 0], theta_current: 132.11114248761493, speed: 7.41, wheel_angle: -28.5, steering_wheel_angle: -285
pos_current: [116.43386184540334, 39.91399341030915, 0], theta_current: 124.17531320284307, speed: 7.41, wheel_angle: -27.5, steering_wheel_angle: -275
pos_current: [116.43282203220672, 39.9155248679289, 0], theta_current: 116.57464289179394, speed: 7.41, wheel_angle: -26.5, steering_wheel_angle: -265
pos_current: [116.43199391763217, 39.9171804041491, 0], theta_current: 109.49834156911523, speed: 7.41, wheel_angle: -24.9, steering_wheel_angle: -249
pos_current: [116.43137605801748, 39.918925346389265, 0], theta_current: 103.37005720199733, speed: 7.41, wheel_angle: -21.9, steering_wheel_angle: -219
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 7.41, wheel_angle: -20.0, steering_wheel_angle: -200
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -17.6, steering_wheel_angle: -176
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -12.3, steering_wheel_angle: -123
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -8.899999999999999, steering_wheel_angle: -89
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -9.100000000000001, steering_wheel_angle: -91
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -8.899999999999999, steering_wheel_angle: -89
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -5.199999999999999, steering_wheel_angle: -52
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -3.799999999999997, steering_wheel_angle: -38
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -4.399999999999999, steering_wheel_angle: -44
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -4.399999999999999, steering_wheel_angle: -44
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -4.600000000000001, steering_wheel_angle: -46
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -4.600000000000001, steering_wheel_angle: -46
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -4.600000000000001, steering_wheel_angle: -46
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -4.600000000000001, steering_wheel_angle: -46
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -4.600000000000001, steering_wheel_angle: -46
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -4.600000000000001, steering_wheel_angle: -46
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -4.600000000000001, steering_wheel_angle: -46
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -4.600000000000001, steering_wheel_angle: -46
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -4.600000000000001, steering_wheel_angle: -46
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -4.600000000000001, steering_wheel_angle: -46
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -4.600000000000001, steering_wheel_angle: -46
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -4.600000000000001, steering_wheel_angle: -46
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -4.600000000000001, steering_wheel_angle: -46
pos_current: [116.43094801041168, 39.92072627647457, 0], theta_current: 97.8214815846708, speed: 0.00, wheel_angle: -4.600000000000001, steering_wheel_angle: -46
